Day,PP.mm
237.194972677196,129.630041115895
237.194972677196,128.910407750157
237.194972677196,128.190774384419
237.194972677196,127.471141018681
237.194972677196,126.751507652943
237.194972677196,126.031874287205
237.194972677196,125.312240921467
237.194972677196,124.59260755573
237.194972677196,123.872974189992
237.194972677196,123.153340824254
237.194972677196,122.433707458516
237.194972677196,121.714074092778
237.194972677196,120.99444072704
237.194972677196,119.555173995564
237.194972677196,118.835540629826
237.194972677196,118.115907264089
237.194972677196,117.396273898351
237.194972677196,116.676640532613
237.194972677196,115.957007166875
237.194972677196,115.237373801137
237.194972677196,114.517740435399
237.194972677196,113.798107069661
237.194972677196,113.078473703923
237.194972677196,112.358840338186
237.194972677196,111.639206972448
237.194972677196,110.91957360671
237.194972677196,110.199940240972
237.194972677196,109.480306875234
237.194972677196,108.760673509496
237.194972677196,108.041040143758
237.194972677196,107.32140677802
237.194972677196,106.601773412283
237.194972677196,105.882140046545
237.194972677196,105.162506680807
237.194972677196,104.442873315069
237.194972677196,103.723239949331
237.194972677196,103.003606583593
237.194972677196,102.283973217855
237.194972677196,101.564339852117
237.194972677196,100.84470648638
237.194972677196,99.4054397549038
237.194972677196,98.6858063891659
237.194972677196,97.966173023428
237.194972677196,97.2465396576902
237.194972677196,96.5269062919523
237.194972677196,95.8072729262144
237.194972677196,95.0876395604765
237.194972677196,94.3680061947387
237.194972677196,93.6483728290008
237.194972677196,92.9287394632629
237.194972677196,92.209106097525
237.194972677196,91.4894727317872
237.194972677196,90.7698393660493
237.194972677196,90.0502060003114
237.194972677196,89.3305726345735
237.194972677196,88.6109392688357
237.194972677196,87.8913059030978
237.194972677196,87.1716725373599
237.194972677196,86.452039171622
237.194972677196,85.7324058058842
237.194972677196,85.0127724401463
237.194972677196,84.2931390744084
237.194972677196,83.5735057086705
237.194972677196,82.8538723429326
237.194972677196,82.1342389771948
237.194972677196,81.4146056114569
237.194972677196,80.8748805871535
237.194972677196,79.6155221971122
237.194972677196,78.8958888313743
237.194972677196,78.1762554656364
237.194972677196,77.4566220998986
237.194972677196,76.7369887341607
237.194972677196,76.0173553684228
237.194972677196,75.2977220026849
237.194972677196,74.5780886369471
237.194972677196,73.8584552712092
237.194972677196,73.1388219054713
237.194972677196,72.4191885397334
237.194972677196,71.6995551739956
237.194972677196,70.9799218082577
237.194972677196,70.2602884425198
237.194972677196,69.5406550767819
237.194972677196,68.821021711044
237.194972677196,68.1013883453062
237.194972677196,67.3817549795683
237.194972677196,66.6621216138304
237.194972677196,65.9424882480925
237.194972677196,65.2228548823547
237.194972677196,64.5032215166168
237.194972677196,63.7835881508789
237.194972677196,63.063954785141
237.194972677196,62.3443214194031
237.194972677196,61.6246880536653
237.194972677196,60.9050546879274
237.194972677196,59.4657879564516
237.194972677196,58.7461545907138
237.194972677196,58.0265212249759
237.194972677196,57.306887859238
237.194972677196,56.5872544935001
237.194972677196,55.8676211277623
237.194972677196,55.1479877620244
237.194972677196,54.4283543962865
237.194972677196,53.7087210305486
237.194972677196,52.9890876648108
237.194972677196,52.2694542990729
237.194972677196,51.549820933335
237.194972677196,50.8301875675971
237.194972677196,50.1105542018592
237.194972677196,49.3909208361214
237.194972677196,48.6712874703835
237.194972677196,47.9516541046456
237.194972677196,47.2320207389077
237.194972677196,46.5123873731699
237.194972677196,45.792754007432
237.194972677196,45.0731206416941
237.194972677196,44.3534872759562
237.194972677196,43.6338539102183
