AvDay,PP.mm
42.9830803588327,19.0506832204096
75.66013096635,254.449449260002
111.43116696317,30.4137174003558
145.312843029638,9.06544532344145
178.002573905144,41.7616109618078
212.873310874749,9.610507589235
244.637382187062,39.5965025171278
279.153071652977,83.118210378894
312.350013248041,7.71035996820473
345.724478594951,94.466103940346
378.972141261971,8.24785192475116
413.044021348272,146.360573829441
446.025398387524,316.8969302396
480.604489193384,146.905636095234
513.027934441122,36.356410159355
546.934971043567,9.60293727998794
579.726144062985,20.6782997085431
613.557099057497,10.1404292365344
646.310231272948,29.3235928687687
678.835118664597,97.1535637230781
714.809038949241,29.8762254438093
